var,adjusted r,adjusted r-squared,r-squared,r,dataset,language,dim,window,algo
valence,0.460714683068881,0.212258019195259,0.213754299290291,0.462335699779166,nl-verheyen-2019.tsv,nl,200,4,sg
age of acquisition,0.421203584702526,0.177412459766258,0.18334013645878,0.428182363554105,nl-brysbaert-2014.tsv,nl,200,5,cbow
concreteness,0.458782774475291,0.210481634155246,0.217514212806315,0.466384190133323,nl-brysbaert-2014.tsv,nl,200,5,cbow
prevalence,0.220216691982126,0.0484953914275504,0.0560174623488168,0.236680084394139,nl-keuleers-2015.tsv,nl,200,5,cbow
arousal,0,-0.476182961007787,-0.499992109058177,0,nl-roest-2018.tsv,nl,200,5,cbow
valence,0,-0.51429850020524,-0.540013425215502,0,nl-roest-2018.tsv,nl,200,5,cbow
taboo (general),0,-0.553633470090892,-0.581315143595437,0,nl-roest-2018.tsv,nl,200,5,cbow
taboo (personal),0,-0.493004044978918,-0.517654247227864,0,nl-roest-2018.tsv,nl,200,5,cbow
insulting,0,-0.371901206868075,-0.390496267211479,0,nl-roest-2018.tsv,nl,200,5,cbow
auditory,0,-1.43952582609119,-1.44848553040296,0,nl-speed-2017.tsv,nl,200,5,cbow
gustatory,0,-1.40615792023701,-1.41490994048744,0,nl-speed-2017.tsv,nl,200,5,cbow
olfactory,0,-1.21651778291324,-1.22408947035876,0,nl-speed-2017.tsv,nl,200,5,cbow
tactile,0,-1.78531244246417,-1.79642434563304,0,nl-speed-2017.tsv,nl,200,5,cbow
visual,0,-1.73075774014799,-1.74153009122775,0,nl-speed-2017.tsv,nl,200,5,cbow
modality exclusivity,0,-1.56655724645823,-1.57630760276399,0,nl-speed-2017.tsv,nl,200,5,cbow
arousal,0,-1.78545090820575,-1.79656367319458,0,nl-speed-2017.tsv,nl,200,5,cbow
dominance,0,-1.86545703612771,-1.87706776456834,0,nl-speed-2017.tsv,nl,200,5,cbow
valence,0,-1.61012299419646,-1.62014450660847,0,nl-speed-2017.tsv,nl,200,5,cbow
age of acquisition,0,-0.016631825014811,-0.0167490684942709,0,nl-verheyen-2019.tsv,nl,200,5,cbow
arousal,0,-0.355080878835171,-0.35758396660138,0,nl-verheyen-2019.tsv,nl,200,5,cbow
concreteness,0,-0.425832482209962,-0.428834322467233,0,nl-verheyen-2019.tsv,nl,200,5,cbow
dominance,0,-0.29968670229702,-0.301799297378671,0,nl-verheyen-2019.tsv,nl,200,5,cbow
familiarity,0,-0.254137212005081,-0.255928712996054,0,nl-verheyen-2019.tsv,nl,200,5,cbow
imageability,0,-0.237579653550563,-0.239254434592712,0,nl-verheyen-2019.tsv,nl,200,5,cbow
valence,0,-0.311865883229859,-0.314064333564813,0,nl-verheyen-2019.tsv,nl,200,5,cbow
age of acquisition,0.585434414521181,0.342733453705758,0.354184808971085,0.595134278101241,nl-brysbaert-2014.tsv,nl,200,5,sg
concreteness,0.746579389811455,0.557380785291245,0.576003902823031,0.758949209646489,nl-brysbaert-2014.tsv,nl,200,5,sg
prevalence,0.453737456639678,0.205877679557843,0.237811157382297,0.487658853484992,nl-keuleers-2015.tsv,nl,200,5,sg
arousal,0.590238720906875,0.348381747657784,0.365800835040674,0.604814711329572,nl-roest-2018.tsv,nl,200,5,sg
valence,0.557942779408019,0.311300145093545,0.326865152348222,0.571721219081663,nl-roest-2018.tsv,nl,200,5,sg
taboo (general),0.669729260554037,0.448537282442257,0.47096414656437,0.686268275941974,nl-roest-2018.tsv,nl,200,5,sg
taboo (personal),0.626577807191537,0.392599748464956,0.412229735888203,0.642051194133461,nl-roest-2018.tsv,nl,200,5,sg
insulting,0.587024140260215,0.344597341248245,0.361827208310657,0.601520746367618,nl-roest-2018.tsv,nl,200,5,sg
auditory,0.39691480131696,0.157541359504482,0.158521907385215,0.398148097302016,nl-speed-2017.tsv,nl,200,5,sg
gustatory,0.803216800737381,0.645157228986793,0.649172730412022,0.805712560664175,nl-speed-2017.tsv,nl,200,5,sg
olfactory,0.515176568152125,0.265406896373001,0.267058806516401,0.516777327788673,nl-speed-2017.tsv,nl,200,5,sg
tactile,0.141971227112086,0.0201558293277115,0.0202812805475935,0.1424123609368,nl-speed-2017.tsv,nl,200,5,sg
visual,0,-0.115711617497748,-0.116431814287154,0,nl-speed-2017.tsv,nl,200,5,sg
modality exclusivity,0,-0.0836330246731837,-0.0841535621711496,0,nl-speed-2017.tsv,nl,200,5,sg
arousal,0,-0.236997896748266,-0.238472987391927,0,nl-speed-2017.tsv,nl,200,5,sg
dominance,0,-0.156934041038148,-0.157910808928427,0,nl-speed-2017.tsv,nl,200,5,sg
valence,0,-0.528573191506819,-0.531863066142754,0,nl-speed-2017.tsv,nl,200,5,sg
age of acquisition,0.390810377018001,0.152732750784952,0.153809416701865,0.392185436626432,nl-verheyen-2019.tsv,nl,200,5,sg
arousal,0.23317036626245,0.0543684197029649,0.0547516814732778,0.233990772196849,nl-verheyen-2019.tsv,nl,200,5,sg
concreteness,0,-0.0566064322588862,-0.0570054705527555,0,nl-verheyen-2019.tsv,nl,200,5,sg
dominance,0.240652048412165,0.0579134084049709,0.0583216600251469,0.241498778516884,nl-verheyen-2019.tsv,nl,200,5,sg
familiarity,0.18581776608408,0.034528242192478,0.0347716436983666,0.186471562706935,nl-verheyen-2019.tsv,nl,200,5,sg
imageability,0.411775330496664,0.169558922805637,0.170754202221185,0.413224154934323,nl-verheyen-2019.tsv,nl,200,5,sg
valence,0.450430953193486,0.202888043594793,0.204318271495259,0.45201578677659,nl-verheyen-2019.tsv,nl,200,5,sg
age of acquisition,0.418273960669863,0.174953106174454,0.18079861133864,0.42520419957785,nl-brysbaert-2014.tsv,nl,200,6,cbow
concreteness,0.457665328466844,0.209457552880664,0.216455915092197,0.465248229542249,nl-brysbaert-2014.tsv,nl,200,6,cbow
prevalence,0.2230804922993,0.0497649060444983,0.0574838900889123,0.239757982325745,nl-keuleers-2015.tsv,nl,200,6,cbow
arousal,0,-0.618920648397419,-0.64986668081729,0,nl-roest-2018.tsv,nl,200,6,cbow
valence,0,-0.622773135043342,-0.653911791795509,0,nl-roest-2018.tsv,nl,200,6,cbow
taboo (general),0,-0.512769634785109,-0.538408116524365,0,nl-roest-2018.tsv,nl,200,6,cbow
taboo (personal),0,-0.515147553609143,-0.5409049312896,0,nl-roest-2018.tsv,nl,200,6,cbow
insulting,0,-0.275437186688197,-0.289209046022607,0,nl-roest-2018.tsv,nl,200,6,cbow
auditory,0,-1.70038955184003,-1.71097288929961,0,nl-speed-2017.tsv,nl,200,6,cbow
gustatory,0,-1.60597527582009,-1.61597097255755,0,nl-speed-2017.tsv,nl,200,6,cbow
olfactory,0,-1.36553564645416,-1.37403483097566,0,nl-speed-2017.tsv,nl,200,6,cbow
tactile,0,-2.00712542897618,-2.01961791089927,0,nl-speed-2017.tsv,nl,200,6,cbow
visual,0,-1.33863219231315,-1.34696392794995,0,nl-speed-2017.tsv,nl,200,6,cbow
modality exclusivity,0,-1.68870494127655,-1.69921555294425,0,nl-speed-2017.tsv,nl,200,6,cbow
arousal,0,-1.6440526555802,-1.65428534845726,0,nl-speed-2017.tsv,nl,200,6,cbow
dominance,0,-1.72200807440497,-1.73272596698425,0,nl-speed-2017.tsv,nl,200,6,cbow
valence,0,-1.57194743823485,-1.58173134345208,0,nl-speed-2017.tsv,nl,200,6,cbow
age of acquisition,0,-0.0403668755019112,-0.0406514355507666,0,nl-verheyen-2019.tsv,nl,200,6,cbow
arousal,0,-0.350773620475646,-0.353246344889875,0,nl-verheyen-2019.tsv,nl,200,6,cbow
concreteness,0,-0.493786654623842,-0.497267527315047,0,nl-verheyen-2019.tsv,nl,200,6,cbow
dominance,0,-0.285840118103738,-0.287855103830552,0,nl-verheyen-2019.tsv,nl,200,6,cbow
familiarity,0,-0.247173280403677,-0.248915690235324,0,nl-verheyen-2019.tsv,nl,200,6,cbow
imageability,0,-0.28994415641169,-0.291988072922145,0,nl-verheyen-2019.tsv,nl,200,6,cbow
valence,0,-0.337036934000432,-0.3394128237668,0,nl-verheyen-2019.tsv,nl,200,6,cbow
age of acquisition,0.576908454712549,0.332823365118821,0.343943606091415,0.586467054566082,nl-brysbaert-2014.tsv,nl,200,6,sg
concreteness,0.738725317256841,0.545715094356221,0.563948439690784,0.750965005636604,nl-brysbaert-2014.tsv,nl,200,6,sg
prevalence,0.448366468876608,0.201032490412879,0.232214435868945,0.481886330859203,nl-keuleers-2015.tsv,nl,200,6,sg
arousal,0.573625288782073,0.329045971930317,0.345498270526833,0.587791009225926,nl-roest-2018.tsv,nl,200,6,sg
valence,0.57530943840278,0.330980949915322,0.347529997411088,0.589516749050515,nl-roest-2018.tsv,nl,200,6,sg
taboo (general),0.627921396196848,0.394285279801798,0.413999543791888,0.643427963172171,nl-roest-2018.tsv,nl,200,6,sg
taboo (personal),0.578868652084196,0.335088916365774,0.351843362184063,0.593163857786415,nl-roest-2018.tsv,nl,200,6,sg
insulting,0.60085907789232,0.361031631485608,0.379083213059889,0.615697338844248,nl-roest-2018.tsv,nl,200,6,sg
auditory,0.382365924704869,0.146203700375409,0.147113681913016,0.383554014335681,nl-speed-2017.tsv,nl,200,6,sg
gustatory,0.797683859334678,0.636299539443067,0.640259910020513,0.800162427273684,nl-speed-2017.tsv,nl,200,6,sg
olfactory,0.49936910514928,0.249369503177593,0.250921595521022,0.500920747744612,nl-speed-2017.tsv,nl,200,6,sg
tactile,0,-0.231653197341409,-0.233095022221127,0,nl-speed-2017.tsv,nl,200,6,sg
visual,0,-0.170462485686388,-0.171523455514312,0,nl-speed-2017.tsv,nl,200,6,sg
modality exclusivity,0,-0.138376120030787,-0.139237382188655,0,nl-speed-2017.tsv,nl,200,6,sg
arousal,0,-0.171374951609486,-0.172441600685894,0,nl-speed-2017.tsv,nl,200,6,sg
dominance,0,-0.238489114361566,-0.239973486442655,0,nl-speed-2017.tsv,nl,200,6,sg
valence,0,-0.46111188159495,-0.463981872559234,0,nl-speed-2017.tsv,nl,200,6,sg
age of acquisition,0.249425540333896,0.0622131001708558,0.0626516618034802,0.25030313981946,nl-verheyen-2019.tsv,nl,200,6,sg
arousal,0.152806156818243,0.0233497215615614,0.0235143218142612,0.153343802660105,nl-verheyen-2019.tsv,nl,200,6,sg
concreteness,0,-0.0715161216670625,-0.072020263511644,0,nl-verheyen-2019.tsv,nl,200,6,sg
dominance,0.234829162103657,0.0551447353743055,0.0555334696619391,0.235655404482772,nl-verheyen-2019.tsv,nl,200,6,sg
familiarity,0,-0.000630846022404176,-0.000635293073921628,0,nl-verheyen-2019.tsv,nl,200,6,sg
imageability,0.358861996439775,0.128781932488741,0.129689760814442,0.360124646219115,nl-verheyen-2019.tsv,nl,200,6,sg
valence,0.394994277999952,0.156020479652703,0.157120321906046,0.396384058592226,nl-verheyen-2019.tsv,nl,200,6,sg
age of acquisition,0.592915271477061,0.351548519150717,0.36329440197093,0.60273908283015,nl-brysbaert-2014.tsv,nl,300,1,cbow
concreteness,0.730810560537894,0.534084075393711,0.551928806985446,0.742919112007119,nl-brysbaert-2014.tsv,nl,300,1,cbow
prevalence,0.418658802460806,0.175275192877916,0.202461950067741,0.449957720311299,nl-keuleers-2015.tsv,nl,300,1,cbow
arousal,0,-0.0863417427276653,-0.0906588298640486,0,nl-roest-2018.tsv,nl,300,1,cbow
valence,0,-0.00303310316182026,-0.00318475831991127,0,nl-roest-2018.tsv,nl,300,1,cbow
taboo (general),0,-0.083723549963008,-0.0879097274611585,0,nl-roest-2018.tsv,nl,300,1,cbow
taboo (personal),0,-0.228348060980446,-0.239765464029469,0,nl-roest-2018.tsv,nl,300,1,cbow
insulting,0,-0.0648164061848108,-0.0680572264940513,0,nl-roest-2018.tsv,nl,300,1,cbow
auditory,0,-0.888339078399812,-0.893868159800641,0,nl-speed-2017.tsv,nl,300,1,cbow
gustatory,0.218042747800947,0.0475426398685872,0.0478385484154871,0.218720251498317,nl-speed-2017.tsv,nl,300,1,cbow
olfactory,0,-0.629019263674002,-0.632934321331724,0,nl-speed-2017.tsv,nl,300,1,cbow
tactile,0,-1.29657379365926,-1.30464375503058,0,nl-speed-2017.tsv,nl,300,1,cbow
visual,0,-1.31352994028892,-1.32170543784259,0,nl-speed-2017.tsv,nl,300,1,cbow
modality exclusivity,0,-0.940517860407399,-0.946371706011595,0,nl-speed-2017.tsv,nl,300,1,cbow
arousal,0,-1.03340193623745,-1.03983389849618,0,nl-speed-2017.tsv,nl,300,1,cbow
dominance,0,-1.1789700796492,-1.18630806769681,0,nl-speed-2017.tsv,nl,300,1,cbow
valence,0,-2.10686800317628,-2.1199812895031,0,nl-speed-2017.tsv,nl,300,1,cbow
age of acquisition,0.318516484881305,0.101452751141143,0.102167926627535,0.319637179670225,nl-verheyen-2019.tsv,nl,300,1,cbow
arousal,0,-0.124424508924978,-0.125301620266846,0,nl-verheyen-2019.tsv,nl,300,1,cbow
concreteness,0,-0.208828281525036,-0.210300384214538,0,nl-verheyen-2019.tsv,nl,300,1,cbow
dominance,0,-0.113258869510537,-0.11405727040336,0,nl-verheyen-2019.tsv,nl,300,1,cbow
familiarity,0,-0.0877665388153272,-0.0883852354635723,0,nl-verheyen-2019.tsv,nl,300,1,cbow
imageability,0,-0.00956130303221356,-0.00962870395993309,0,nl-verheyen-2019.tsv,nl,300,1,cbow
valence,0.345447092061521,0.119333693413761,0.120174917838631,0.346662541729895,nl-verheyen-2019.tsv,nl,300,1,cbow
age of acquisition,0.614834702405262,0.378021711281767,0.390652112157693,0.625021689349812,nl-brysbaert-2014.tsv,nl,300,1,sg
concreteness,0.751531002266073,0.564798847367048,0.583669816000884,0.763982863682742,nl-brysbaert-2014.tsv,nl,300,1,sg
prevalence,0.456646276511867,0.208525821852153,0.240870050338906,0.490785136632016,nl-keuleers-2015.tsv,nl,300,1,sg
arousal,0.314498715864685,0.098909442280536,0.103854914394563,0.322265285742295,nl-roest-2018.tsv,nl,300,1,sg
valence,0.462472500934467,0.21388081412058,0.22457485482661,0.473893294768569,nl-roest-2018.tsv,nl,300,1,sg
taboo (general),0.388290884479833,0.150769810970131,0.158308301518637,0.397879757613575,nl-roest-2018.tsv,nl,300,1,sg
taboo (personal),0.343975204617227,0.118318941391463,0.124234888461036,0.35246969864236,nl-roest-2018.tsv,nl,300,1,sg
insulting,0.487008214521907,0.237177001011816,0.249035851062407,0.499034919682387,nl-roest-2018.tsv,nl,300,1,sg
auditory,0,-0.192575419284197,-0.193774021478912,0,nl-speed-2017.tsv,nl,300,1,sg
gustatory,0.701089336746166,0.491526258099178,0.494585550162036,0.703267765621343,nl-speed-2017.tsv,nl,300,1,sg
olfactory,0.170077914782085,0.0289264970966223,0.0291065375349831,0.170606381870618,nl-speed-2017.tsv,nl,300,1,sg
tactile,0,-0.539262638161003,-0.542619044622586,0,nl-speed-2017.tsv,nl,300,1,sg
visual,0,-0.578930846169991,-0.582534150191795,0,nl-speed-2017.tsv,nl,300,1,sg
modality exclusivity,0,-0.484987881228882,-0.488006478000016,0,nl-speed-2017.tsv,nl,300,1,sg
arousal,0,-0.483307037099057,-0.486315172184736,0,nl-speed-2017.tsv,nl,300,1,sg
dominance,0,-0.567067099982594,-0.570596563260494,0,nl-speed-2017.tsv,nl,300,1,sg
valence,0,-0.927416134216502,-0.933188433807061,0,nl-speed-2017.tsv,nl,300,1,sg
age of acquisition,0.333993027607787,0.111551342490616,0.112337706435666,0.335168176346839,nl-verheyen-2019.tsv,nl,300,1,sg
arousal,0.0556448621793935,0.0030963506869637,0.00311817793249114,0.0558406476725614,nl-verheyen-2019.tsv,nl,300,1,sg
concreteness,0,-0.0255637507962108,-0.0257439585057511,0,nl-verheyen-2019.tsv,nl,300,1,sg
dominance,0.141384942032514,0.0199897018335373,0.0201306161465632,0.141882402526047,nl-verheyen-2019.tsv,nl,300,1,sg
familiarity,0,-0.0160363213696054,-0.0161493669381726,0,nl-verheyen-2019.tsv,nl,300,1,sg
imageability,0.199626598385256,0.0398507787828685,0.0401317006876822,0.200328981147717,nl-verheyen-2019.tsv,nl,300,1,sg
valence,0.438500819341779,0.192282968563411,0.193638437626799,0.440043676953548,nl-verheyen-2019.tsv,nl,300,1,sg
age of acquisition,0.462009044334811,0.213452357047165,0.220584193015728,0.469663914960186,nl-brysbaert-2014.tsv,nl,300,2,cbow
concreteness,0.515791748922127,0.266041128256146,0.274930051826079,0.524337726876561,nl-brysbaert-2014.tsv,nl,300,2,cbow
prevalence,0.24253163997489,0.0588215963889096,0.0679453544763249,0.260663297140823,nl-keuleers-2015.tsv,nl,300,2,cbow
arousal,0,-1.08291809864329,-1.13706400357545,0,nl-roest-2018.tsv,nl,300,2,cbow
valence,0,-1.51977057208663,-1.59575910069096,0,nl-roest-2018.tsv,nl,300,2,cbow
taboo (general),0,-1.400936646336,-1.4709834786528,0,nl-roest-2018.tsv,nl,300,2,cbow
taboo (personal),0,-1.41537684665282,-1.48614568898546,0,nl-roest-2018.tsv,nl,300,2,cbow
insulting,0,-1.19107545779591,-1.25062923068571,0,nl-roest-2018.tsv,nl,300,2,cbow
auditory,0,-2.91798950758522,-2.93615126800588,0,nl-speed-2017.tsv,nl,300,2,cbow
gustatory,0,-3.06961523751174,-3.08872072654189,0,nl-speed-2017.tsv,nl,300,2,cbow
olfactory,0,-3.66157834170066,-3.68436824839174,0,nl-speed-2017.tsv,nl,300,2,cbow
tactile,0,-4.24911429126043,-4.27556106070811,0,nl-speed-2017.tsv,nl,300,2,cbow
visual,0,-4.15383996778781,-4.17969374352093,0,nl-speed-2017.tsv,nl,300,2,cbow
modality exclusivity,0,-4.03087586041717,-4.05596429938242,0,nl-speed-2017.tsv,nl,300,2,cbow
arousal,0,-4.00440187617535,-4.02932553930507,0,nl-speed-2017.tsv,nl,300,2,cbow
dominance,0,-3.81088646870406,-3.83460567909019,0,nl-speed-2017.tsv,nl,300,2,cbow
valence,0,-4.18768743920737,-4.21375188384974,0,nl-speed-2017.tsv,nl,300,2,cbow
age of acquisition,0,-0.292479670433078,-0.294541460657682,0,nl-verheyen-2019.tsv,nl,300,2,cbow
arousal,0,-0.547873051788277,-0.551735198175505,0,nl-verheyen-2019.tsv,nl,300,2,cbow
concreteness,0,-0.709541768793899,-0.714543573810573,0,nl-verheyen-2019.tsv,nl,300,2,cbow
dominance,0,-0.49688920330846,-0.500391946937019,0,nl-verheyen-2019.tsv,nl,300,2,cbow
familiarity,0,-0.606564245663126,-0.610840126548969,0,nl-verheyen-2019.tsv,nl,300,2,cbow
imageability,0,-0.47284872549109,-0.476181999487502,0,nl-verheyen-2019.tsv,nl,300,2,cbow
valence,0,-0.502027542251885,-0.50556650780653,0,nl-verheyen-2019.tsv,nl,300,2,cbow
age of acquisition,0.608914786284235,0.370777216955576,0.383165565947305,0.619003688153233,nl-brysbaert-2014.tsv,nl,300,2,sg
concreteness,0.758653990965801,0.575555878008337,0.594786258827186,0.771223870758151,nl-brysbaert-2014.tsv,nl,300,2,sg
prevalence,0.461354365200322,0.212847850289392,0.245862464218384,0.49584520187089,nl-keuleers-2015.tsv,nl,300,2,sg
arousal,0.425669867661784,0.181194836235201,0.190254578046961,0.436181817648284,nl-roest-2018.tsv,nl,300,2,sg
valence,0.39300048791501,0.154449383501436,0.162171852676507,0.40270566506632,nl-roest-2018.tsv,nl,300,2,sg
taboo (general),0.449388383850266,0.201949919539554,0.212047415516531,0.460486064410782,nl-roest-2018.tsv,nl,300,2,sg
taboo (personal),0.410494448731709,0.16850569243955,0.176930977061527,0.420631640585355,nl-roest-2018.tsv,nl,300,2,sg
insulting,0.500617285549353,0.250617666590803,0.263148549920343,0.512980067761256,nl-roest-2018.tsv,nl,300,2,sg
auditory,0,-0.092056120022209,-0.0926290834248369,0,nl-speed-2017.tsv,nl,300,2,sg
gustatory,0.697281649022817,0.486201698063979,0.48922784971168,0.699448246628498,nl-speed-2017.tsv,nl,300,2,sg
olfactory,0,-0.116211049483785,-0.116934354771029,0,nl-speed-2017.tsv,nl,300,2,sg
tactile,0,-0.437462069217791,-0.440184862179728,0,nl-speed-2017.tsv,nl,300,2,sg
visual,0,-0.492294916123125,-0.495358992364555,0,nl-speed-2017.tsv,nl,300,2,sg
modality exclusivity,0,-0.359498145463155,-0.361735685787615,0,nl-speed-2017.tsv,nl,300,2,sg
arousal,0,-0.418355963503683,-0.4209598387952,0,nl-speed-2017.tsv,nl,300,2,sg
dominance,0,-0.33871521830754,-0.340823404313604,0,nl-speed-2017.tsv,nl,300,2,sg
valence,0,-1.07970227380849,-1.08642241244215,0,nl-speed-2017.tsv,nl,300,2,sg
age of acquisition,0.348991808096685,0.121795282118594,0.122653859132521,0.350219729787631,nl-verheyen-2019.tsv,nl,300,2,sg
arousal,0.183447156122913,0.0336528590895845,0.0338900897176077,0.18409261179528,nl-verheyen-2019.tsv,nl,300,2,sg
concreteness,0,-0.0404179784152491,-0.0407028987061925,0,nl-verheyen-2019.tsv,nl,300,2,sg
dominance,0.202029366778542,0.0408158650409388,0.0411035901721438,0.202740203640383,nl-verheyen-2019.tsv,nl,300,2,sg
familiarity,0,-0.0441756514605105,-0.0444870608867175,0,nl-verheyen-2019.tsv,nl,300,2,sg
imageability,0.271382670080784,0.0736485536201758,0.074167727714175,0.272337525350758,nl-verheyen-2019.tsv,nl,300,2,sg
valence,0.470961719668314,0.221804941392936,0.223368521040217,0.47261879040112,nl-verheyen-2019.tsv,nl,300,2,sg
age of acquisition,0.443579350541433,0.196762640226759,0.203336842049832,0.45092886584231,nl-brysbaert-2014.tsv,nl,300,3,cbow
concreteness,0.493904958449362,0.243942107980866,0.252092662624592,0.502088301620932,nl-brysbaert-2014.tsv,nl,300,3,cbow
prevalence,0.234129126885106,0.0548164480559819,0.0633189716523739,0.251632612457873,nl-keuleers-2015.tsv,nl,300,3,cbow
arousal,0,-0.872185239178265,-0.915794501137178,0,nl-roest-2018.tsv,nl,300,3,cbow
valence,0,-0.85806725885546,-0.900970621798233,0,nl-roest-2018.tsv,nl,300,3,cbow
taboo (general),0,-0.943018187518568,-0.990169096894496,0,nl-roest-2018.tsv,nl,300,3,cbow
taboo (personal),0,-0.816742877970832,-0.857580021869374,0,nl-roest-2018.tsv,nl,300,3,cbow
insulting,0,-0.671752541823609,-0.705340168914789,0,nl-roest-2018.tsv,nl,300,3,cbow
auditory,0,-2.00535994083356,-2.01784143424124,0,nl-speed-2017.tsv,nl,300,3,cbow
gustatory,0,-2.22850316101739,-2.24237351264198,0,nl-speed-2017.tsv,nl,300,3,cbow
olfactory,0,-2.22079707068266,-2.23461945908939,0,nl-speed-2017.tsv,nl,300,3,cbow
tactile,0,-2.5312860393397,-2.54704093170074,0,nl-speed-2017.tsv,nl,300,3,cbow
visual,0,-1.74776849025378,-1.75864671737155,0,nl-speed-2017.tsv,nl,300,3,cbow
modality exclusivity,0,-2.55038209560007,-2.56625584308306,0,nl-speed-2017.tsv,nl,300,3,cbow
arousal,0,-2.46705143396254,-2.48240652587517,0,nl-speed-2017.tsv,nl,300,3,cbow
dominance,0,-2.26808528368624,-2.28220199707018,0,nl-speed-2017.tsv,nl,300,3,cbow
valence,0,-2.87849409983961,-2.89641003822036,0,nl-speed-2017.tsv,nl,300,3,cbow
age of acquisition,0,-0.199188250829778,-0.200592397613069,0,nl-verheyen-2019.tsv,nl,300,3,cbow
arousal,0,-0.559124110718863,-0.563065569706811,0,nl-verheyen-2019.tsv,nl,300,3,cbow
concreteness,0,-0.642392606913755,-0.646921054293812,0,nl-verheyen-2019.tsv,nl,300,3,cbow
dominance,0,-0.481218480086708,-0.484610755374328,0,nl-verheyen-2019.tsv,nl,300,3,cbow
familiarity,0,-0.505673466933357,-0.50923813387045,0,nl-verheyen-2019.tsv,nl,300,3,cbow
imageability,0,-0.334619306850123,-0.336978153927616,0,nl-verheyen-2019.tsv,nl,300,3,cbow
valence,0,-0.344394134294131,-0.346821887506678,0,nl-verheyen-2019.tsv,nl,300,3,cbow
age of acquisition,0.600910640866626,0.361093598306739,0.373158399783037,0.610866924774158,nl-brysbaert-2014.tsv,nl,300,3,sg
concreteness,0.752588182355717,0.566388972221481,0.58531306985229,0.765057559829513,nl-brysbaert-2014.tsv,nl,300,3,sg
prevalence,0.459626905276782,0.211256892054312,0.244024734066947,0.493988597102147,nl-keuleers-2015.tsv,nl,300,3,sg
arousal,0.513636250127798,0.263822197445346,0.277013307317614,0.526320536667166,nl-roest-2018.tsv,nl,300,3,sg
valence,0.483875477617834,0.234135477839887,0.245842251731881,0.495824819600513,nl-roest-2018.tsv,nl,300,3,sg
taboo (general),0.494080722210971,0.244115760060515,0.256321548063541,0.506282083490558,nl-roest-2018.tsv,nl,300,3,sg
taboo (personal),0.436274207770016,0.190335184365355,0.199851943583623,0.447048032747739,nl-roest-2018.tsv,nl,300,3,sg
insulting,0.438070370978214,0.19190564992899,0.201500932425439,0.448888552343941,nl-roest-2018.tsv,nl,300,3,sg
auditory,0.275964933373763,0.0761566444519853,0.0766306484630972,0.276822413223888,nl-speed-2017.tsv,nl,300,3,sg
gustatory,0.683327005643147,0.466935796641229,0.469842036039411,0.685450243299549,nl-speed-2017.tsv,nl,300,3,sg
olfactory,0.21584148901985,0.046587548382306,0.0468775123763868,0.2165121529531,nl-speed-2017.tsv,nl,300,3,sg
tactile,0,-0.459224965451128,-0.462083212124061,0,nl-speed-2017.tsv,nl,300,3,sg
visual,0,-0.602330770172883,-0.606079716875204,0,nl-speed-2017.tsv,nl,300,3,sg
modality exclusivity,0,-0.399050453329689,-0.401534169844189,0,nl-speed-2017.tsv,nl,300,3,sg
arousal,0,-0.592996560138687,-0.596687410098057,0,nl-speed-2017.tsv,nl,300,3,sg
dominance,0,-0.574933619877513,-0.578512044897497,0,nl-speed-2017.tsv,nl,300,3,sg
valence,0,-0.793952869029761,-0.798894484397166,0,nl-speed-2017.tsv,nl,300,3,sg
age of acquisition,0.268465964318644,0.0720739739975396,0.0725820483358909,0.269410557209421,nl-verheyen-2019.tsv,nl,300,3,sg
arousal,0.0926388644199391,0.00858195920101586,0.00864245639578637,0.0929648126754761,nl-verheyen-2019.tsv,nl,300,3,sg
concreteness,0,-0.151038944400875,-0.152103670091515,0,nl-verheyen-2019.tsv,nl,300,3,sg
dominance,0,-0.0062903347068391,-0.00633467744898197,0,nl-verheyen-2019.tsv,nl,300,3,sg
familiarity,0,-0.0132129552402689,-0.0133060979257491,0,nl-verheyen-2019.tsv,nl,300,3,sg
imageability,0.158502896006785,0.0251231680425378,0.0253002699320622,0.159060585727773,nl-verheyen-2019.tsv,nl,300,3,sg
valence,0.428920463890473,0.183972764344018,0.18526965190737,0.430429613185907,nl-verheyen-2019.tsv,nl,300,3,sg
age of acquisition,0.450402294039709,0.202862226476232,0.209640226698204,0.457864856369436,nl-brysbaert-2014.tsv,nl,300,4,cbow
concreteness,0.483885626555348,0.234145299586862,0.241968524837518,0.49190296282653,nl-brysbaert-2014.tsv,nl,300,4,cbow
prevalence,0.234627086425386,0.0550498696844654,0.063588599072631,0.252167799436469,nl-keuleers-2015.tsv,nl,300,4,cbow
arousal,0,-0.731045276451385,-0.767597540273954,0,nl-roest-2018.tsv,nl,300,4,cbow
valence,0,-0.862557636119093,-0.905685517925048,0,nl-roest-2018.tsv,nl,300,4,cbow
taboo (general),0,-0.858431364923856,-0.901352933170049,0,nl-roest-2018.tsv,nl,300,4,cbow
taboo (personal),0,-0.820255347739474,-0.861268115126448,0,nl-roest-2018.tsv,nl,300,4,cbow
insulting,0,-0.537230969156671,-0.564092517614505,0,nl-roest-2018.tsv,nl,300,4,cbow
auditory,0,-2.41811073800996,-2.4331612197818,0,nl-speed-2017.tsv,nl,300,4,cbow
gustatory,0,-1.97463216844959,-1.98692241016193,0,nl-speed-2017.tsv,nl,300,4,cbow
